,Title,Rating,Review Date,Review
1061,Awesome c:,5,10/7/2020 1:31,It almost had every song in there and it’s just very relaxing especially when you have a hard to sleeping just out music I think it’s great when am in a road trip it helps a lot yea It’s very awesome c:
1062,Accessibility problems,3,10/18/2020 3:43,"i’d probably find myself using this app a whole lot more if it weren’t for one thing: SoundCloud does not even come close to working with screen readers. I use voiceover on my phone, and it doesn't read off almost anything in the app, which makes navigating it a nightmare."
1063,Can you fix the ads please,3,9/25/2020 6:02,Why did you remove the option to skip ads 15 seconds through them I’m so tired of the same ads over and over again without being able to skip them like I get it Verizon is cool now let me listen to my vocaloid songs in peace
1064,SoundCloud,3,9/10/2020 18:47,"Soundcloud is honestly amazing, like there’s a bunch of songs to listen on their. I just don’t like the ads that much you never are able to skip them and there 30 seconds long. I just don’t like how I’m doing something and then like two ads pop out and it’s pretty annoying."
1065,I love it but...,2,7/29/2020 23:31,"I love the concept of the app and everything, but I have a problem with the app as well, when an ad comes up they constantly play the say vape drug ads, and when a video ad comes on I have to watch it the whole way and when I go to a different app the video stops... it doesn’t make sense to me, it’s like y’all are forcing us to watch these videos when half of us doesn’t wants to."
1066,Awesome suggestions,5,3/6/2020 2:49,I love the SoundCloud weekly suggestions they’re something you can’t miss!! Some of the best sounds from the most underground unheard of people out there! So you can tell your friends aye I put you on that guy before he even had 1k listens and it’s so fun!
1067,Soundcloud Go+,1,6/11/2020 7:10,"I understand some songs are only for SoundCloud Go+ members but I do NOT  understand how now mostly the majority of songs are now only for SoundCloud Go+ when they were not before, I can’t listen to any songs I was previously able to and pretty much all my songs I liked are now changed to SoundCloud Go +. At the very least fix it to where not every artist with a little popularity gets Go+ because this is now become ridiculous 😤😪"
1068,Stopped working..,1,5/1/2020 17:32,"I’ve been using SoundCloud for over a year now and I was listening to my music no issues just last night and now almost more than half of them are only previews of the songs and it says to get go+ for full version. I get money needs to be made and I would’ve had no problem paying for a subscription to get no adds and what not but for it to just change like that?! Unbelievable, I’m deleting this app now."
1069,Some issues,3,4/27/2020 17:01,"Lately (started this month and I have the latest update) SoundCloud won’t let me add any songs to existing playlists. It will only let me turn the song into a new playlist, and none of my playlists are at capacity either! Frustrating problem when trying to organize songs"
1070,The adds,3,4/19/2020 6:49,Sound cloud really all the adds on how people smoke and all the other things little kids use this and it freaks me out all the adds about how it can mess us up I think we all know if people do it they do it it’s their fault to what happens to then ever action has an good thing or an good thing plz if you gonna do adds plz not those kinda adds
1071,Sound Cloud,5,1/14/2020 20:11,"This is a top notch app, I’ve been discovering new music every day with their platform. Super easy to use. I’m a old guy and not to savvy with today’s technology, but I have no problem with Sound Cloud. Straight forward, highly recommend this app 👍🏼 Steve A."
1072,Questionable Glitch,2,1/6/2020 13:12,"There seems to be a glitch for my iPad where I am stuck on just playing songs and I can’t play playlists or albums. Whenever I select a new playlist to start or even a song within a playlist, SoundCloud just plays the last song I had selected to start, with the beginning of the old song starting at 0:00 of what I actually want to listen to."
1073,Great! Until..,4,6/16/2022 6:14,"I was listening to music like normal, and someone called me through discord. Ever since then, my music has been cutting out for no reason whatsoever. I can’t get past 1 second of a song without it cutting out for the rest of the song."
1074,One of the best music platforms ever,5,6/15/2022 19:21,Great user interface. Great music. Most potential for everyone. This app is not like others. It’s unique and I honestly can’t stress how much amazing random music I have found. It’s a community.
1075,The best music app definitely worth your time,5,5/31/2022 18:54,It is a very good app it has all of my favorite songs I have had for a while now it is my favorite music app definitely recommend
1076,Update? Where,1,6/13/2022 15:50,"This new update is absolute garbage. When I open this app, if I tap on any button whatsoever the entire thing freezes & proceeds to crash. If I try to go back into the app and do it all over again, the cycle repeats. I can’t even get as far as my profile or liked tracks without my screen becoming useless, and i’ve never had this problem in the 8 years i’ve been using this app"
1077,Glitching,5,4/6/2022 20:00,"I am unable to rearrange songs in my playlist. When I  click on edit playlist, the 3 horizontal lines on the right hand corner of the screen does not show.  What’s up?"
1078,Best music app ever (recommend),5,1/10/2022 18:23,I’ve had sound cloud for 4 YEARS and it is so good and easy all my favorite songs on this app I can even make my own music! So I definitely really really recommend this app
1079,Minute long ads ?!?!??,2,3/8/2022 2:26,Y’all say you update the app to keep it running smooth . But I see y’all slowing down the app forcing us to update it for longer and more frequent ads in between songs . Gets really annoying when we can’t even skip the ads now . Something needs to change before I change my music platform.
1080,Pretty good,5,12/22/2021 0:10,Everything is great barely any ads only problem is some songs requires their pro version  which is a little annoying
1081,Thank you SoundCloud,5,12/20/2021 12:42,I love SoundCloud it’s the best music app I can have it helped me build my playlist pick songs that I like and everything so thank you SoundCloud and if u don’t have SoundCloud you need to get it now
1082,Can't upload anything,5,11/9/2021 23:24,Why can't I upload anything on my SoundCloud no more I've been trying to upload my new songs and I can't upload anything
1083,Issues after the new update,3,12/13/2021 2:41,"Whenever I’ve used SoundCloud before the recent update, it would work fine. After the app updated, I have not been able to go to any artists page. The artists profile page never loads even when I restart the app."
1084,Resume play,4,11/17/2021 15:39,"Can you please resume the song I was currently playing when restarting the app? I listen to long mixes and lime to pick up where I left off when restarting the app, sometimes after a few days."
1085,Sound cloud,5,4/12/2021 0:07,I love it it is great to use to listen to music but if there where no ads that would make it so much better cause I just can stand that all new things have so much ads
1086,Can’t unlike certain songs BUG,4,6/25/2021 16:22,"When you unlike a song, it turns grey for a few seconds, then automatically relikes the song. Can’t remove certain songs from my likes playlist!"
1087,An amazing music app!,4,6/14/2021 2:40,"Hello, If I had to begin this, this is a really good app for listening to music that has fairly any errors that need to be added or removed. For example, there should be a option to repeat the music that you love to listen the most to. Overall, I LOVE SOUNDCLOUD!!!"
1088,Decent app,4,5/28/2021 10:42,"I like how you can play out of the app, however I don’t like that it doesn’t have every song available when I search for a specific song and it’s not there. The layout is decent just not as good as Spotify’s layout."
1089,It’s a great app for music,5,3/19/2021 1:26,It’s good because it doesn’t give you so many ads like after every song it waits for at least 20 to 30 minutes to pop an add on you
1090,Great music platform!,5,2/19/2021 18:26,"Soundcloud is a really awesome music community where artists can share their own music and you can also find other musicians, bands, and creators expressing their sonic artwork on the canvas of airwaves that colors the ears of their listeners!"
1091,I love this app,5,2/9/2021 17:30,I love this app because of how you can work on other things and choose the songs you want without many adds when you play them.
1092,You can listen to the song you want,5,1/22/2021 16:12,"No having to listen to something else first, listen to what you want to right now, open another window stil listening WORD!"
1093,Idk a review?,3,12/5/2020 13:34,"Why does it require iOS 13.0 or newer? Why? Is there any legitimate reason for this? If so I’d really enjoy knowing what this reason is. Otherwise good enough, ads are sometimes really annoying, and why don’t playlists loop? Perhaps I overlooked an option to loop playlists but I’m fairly certain that there is not one."
1094,Sound cloud,5,11/13/2020 19:26,sound cloud is a very good app for me to listen to my favorite music and when i am doing thing’s like homework i can listen to my music without my phone having yo be turned on
1095,Happy moments,5,11/7/2020 11:29,"SoundCloud offers a great distraction when time out is needed. There is always something there to fill a void, help make getting a difficult task done or just offer a bit of relaxation!"
1096,Jack.H,5,9/22/2020 17:35,"I’ve been listening to SoundCloud for years and there is no better music app out there it’s very simple, has any song you want, and you can make your own playlist"
1097,Highly recommend,5,5/26/2020 20:58,"I love this app, I highly recommend you to download it. It have majority of the songs on her and plus you’re able to listen to music while on another app which helps you focus❤️"
1098,SoundCloud,4,8/15/2020 2:32,"App is cool..literally if you listen to the song you can listen to it later with no WiFi without SoundCloud go and the ads are short not even that bad app is pretty good
Aye but uh I hate the fact that the ads pause because I’m not on the app watching it that needs to change"
1099,Can’t stop using!,5,4/25/2020 12:00,"Doesn’t have the songs I look for sometimes but, I found some of my favourite songs on this app. 10/10 highly recommend"
1100,"Good content, Terrible app",2,5/4/2020 16:27,"I use this app for podcasts because they keep casters older catalogs up. If it wasn’t for that, I wouldn’t use it. 

The app itself is horrible, constant crashing, no ability to skip forward or backwards a few seconds, anytime you pause a track it crashes as soon as you press play again, really slow buffering."
1101,Good way too listen too music,5,3/30/2020 8:18,"Soundcloud is a great app for listening to your favorite songs and has very low amounts of ads, you may get one every few songs but it’s usually a 15 second ad so you can practically ignore it."
1102,Definitely install,5,1/3/2020 5:01,One thing I don’t like about other music apps is that there is so many adds it is almost impossible to listen to music without being interrupted by adds. I’m very impressed with the app.
1103,Love this music app!,5,9/2/2022 3:36,"I’ve been using SoundCloud for awhile now. I love hearing what people have uploaded and hearing original content! Also, in my opinion if you’re able to afford it, it’s worth upgrading to SoundCloud Go+."
1104,Best free music app 🥹🥹hands down 👌🏽👌🏽,5,8/13/2022 8:18,"Almost anything you want to hear with the ability to back ground listen without having to pay for a subscription 😯😲🤌🏽

No pure music app comes close 🤞🏾"
1105,Good but content not the best,5,8/11/2022 15:50,"Some of the content can be explicit. It’s hard to not see explicit stuff, even when you are shooting for clean music. There needs to be a filter button"
1106,My rate,5,7/11/2022 7:38,I am saying this music app is the best out there! Like there is no other! This app differs from the rest of these higher end music download platforms. And everything stays on your SoundCloud! It’s amazing !
1107,Def recommended !,5,6/2/2022 21:26,"I love this app, but one thing I don’t like is that some songs include the premium thing. And I can’t listen to my fav songs 💀 Most Songs that are rlly famous aren’t available. But overall it’s lit so good !"
1108,Too many bugs/ recent update 👎🏾,1,6/18/2022 17:10,"With the recent update that changed how the app looks, and haven’t been able to load profiles, my playlist or albums. Very frustrating please do something to fix these problems. Main issue is the playlist I’ve made over the years not even loading when I go to the playlist option in the main menu."
1109,💔,3,6/18/2022 2:14,"New update makes it crash way too often :( almost after every other song which is frustrating when I’m driving lol. Please give us the option of switching back to the old UI - it felt way more comfortable to use. 

Sincerely
A SoundCloud Go customer since 2018 <3"
1110,everything,2,6/13/2022 13:45,SoundCloud Crashed more in past week than I’ve ever had any other app crash ever combined. The amount of times my liked songs don’t even exist is ridiculous. Nothing loads. There’s a Consistent 2-3 crashes every time I’m listening to a song. Ui switches back and forth between old and new every time I reload the app. Losing my daym mind
1111,GIVE US THE ABILITY TO LIKE COMMENTS!!,5,4/21/2022 17:56,it would be an amazing feature to give us artists the option to like comments and react more to them! engaging with our fans is one of the best parts of this job!
1112,Easy to use and find other peoples’ music.,5,1/5/2022 16:15,I like how easy it is to upload your own music or podcasts and how you can leave comments on time stamps on songs.
1113,Just This one thing,4,2/25/2022 17:50,"I love SoundCloud been using it for three years now.
But my one issue is, ive used a samsung for most of my time here, switched to an iphone a little ago and noticed there were no options to get the description"
1114,Not great for creators,2,2/14/2022 15:11,"The app is awesome for listeners but is still missing some basic features like being able to read descriptions for tracks. 

Reading descriptions is a great way to learn more about specific tracks and better connect with artists. 

As a creator, not having access to the inbox messaging feature is a huge problem."
1115,Love it,5,6/17/2021 22:38,If I could change anything it would be a dislike button to steer clear of certain types of tracks.
1116,Cant sign in,3,12/4/2021 21:25,I’ve been with SoundCloud for a little while now and always had a account but the thing is now I got kicked out my account and won’t let me sign back in even though I have the right email and right password but just won’t let me sign in for some reason.
1117,Poor experience,1,11/2/2021 6:00,"I used SoundCloud for YEARS, until one day found than 80% of music I like is “not available for your country”. Just like that. And I know I’m not alone with that, people writing similar stories on the web. I really upset with such decision, I’m not going to back, even if you turn it on again, because I don’t trust you anymore. I hope you’ll lost all of your audience who LOVED this service for years."
1118,My account is gone.,4,5/17/2021 18:48,Hello so I had this account that had so many amazing songs that is now gone and I’m pretty mad about that but SoundCloud is still amazing and would recommend using for songs that are not released anywhere else😊
1119,It is a great app for music,5,3/1/2021 13:33,I love it first off it comes with no ads so straight into the song you can also comment which is pretty cool and so far everything is free but I still have to see
1120,Ads be too much.,3,3/25/2021 18:30,"I lovee SoundCloud and always have but I regret updating so much, I  get ads now I can’t play two songs without getting an ad and they’re always really irritating. The excessive amount of ads makes it the music app I use the least sadly:/ it used to be my #1. Ads killing the app for me."
1121,Music,5,1/25/2021 17:52,I rlly like this app you can listen to any song you want if there small artists and big ones as well they make song remix and slow the song I rate this app a 5 star love it
1122,Links don’t work,1,2/21/2021 0:00,"Downloaded the app so I could listen to a playlist someone linked to me. The playlist opens in the browser, I hit “Listen in App”, and it opens the App Store, which has an “Open” button since the app is already downloaded. “Open” takes me to the app, but not the playlist, which I can’t find by searching. No matter how I try the steps i always wind up in the app without the linked playlist."
1123,One of the BEST music platforms to date!,5,1/2/2021 19:19,After being around for quite a some time SoundCloud still takes the cake as one of the best streaming platforms to date!
1124,Best free hometown music ever,5,2/4/2020 23:59,If you are from a developing country trying to follow the trend of your home country music you are in the right place. It’s a platform that offers artists of all categories the opportunity to share their art with listeners in an supportive way.
1125,Fix song reuploads,3,8/21/2020 23:44,"For literally 4 years, I’ve had to delete and download the app again in order to listen to a private track with a replaced file (I’m assuming this happens with public tracks too). I’m so absolutely sick of this, if I don’t do it, I only hear the old version of the file. I’ve seen countless people talk about it, please fix it."
1126,Can’t even login,1,7/30/2020 5:51,"I constantly get an error trying to sign into the app. I cannot create or sign in using the email I created my account with on the app. I can only sign in online using a browser.

I think it’s because I signed up with my gmail email through google and then removed it.

A real bummer to have this problem. I can’t even use the website on my phone because it forces me to use the app that I cannot even sign into. What an epic fail."
1127,Almost no free listening,1,7/18/2020 4:38,All my music that was already in a playlist before needing to buy the premium subscription is screwed up now because that’s most of my playlist not I only get little previews because they decided to make it to where you have to pay why should I have to pay for a premium that does nothing for the actual artist to sit here and relax to music I like what happened to being free to play music kind of app
1128,Cry for money,3,7/3/2020 18:44,"I personally like this app. It has good music and you can upload whatever you want really. But the fact there’s a limit to how many songs you can upload? Really man? Why not just let people do what they want? You already advertise plus everywhere, I think this is just a cry for more money at this point."
1129,Slow,2,6/22/2020 9:06,"The app in painfully slow and broken. I try to search up songs and it slows my whole phone down and I have a iPhone 7. Sometimes I’ll close the app and it’ll still be playing the song. There’s also ads u can’t just listen to,  like you have to watch the video and it always after the first song u listen to."
1130,I love SoundCloud,5,1/5/2020 4:17,"When ever I listen to music it’s louder and I can go to music quicker and I like it when I turn off my phone and still listen to music and when I’m playing games I can still listen to music.

Thank you for the app ❤️"
1131,Really good,5,6/13/2022 20:34,The only thing right now new update removed shuffle button from playlists so you gotta tap three dots for that. Could you bring it back
1132,Delete A repost,4,7/27/2022 20:00,"Hi I love the app everything’s great and I appreciate all the hard work, but I would like to delete a repost On app and I can’t seem to find it if it is there. Please support group let the coding team know I would really appreciate it , much love and have a great day -"
1133,I love it but there’s a glitch-,4,6/18/2022 15:25,"Well I love SoundCloud but I can only use it on my computer, whenever I go on my phone for it, it stops a little bit into the song and then restarts it.  I already updated SoundCloud so I’m not sure what’s happening!"
1134,Try again error,5,6/13/2022 15:09,Evertime I go into soundcloud since the update it says try again ya need to fix this cause it's my main music platform so do something about it now please🙏🏽
1135,Good app but doesn’t update until late,5,4/30/2022 22:15,Whenever I update the app it bounces back to an update from a few days ago after I already updated it
1136,Ads,3,6/1/2022 5:28,"I really love this app. It’s aloud me to listen to great music, and new music/remixes. But after a year of me using it, the amount of ads went up 4 or 5 times more. It used to maybe be one every 50 songs or something. It ruins the experience a little bit. There’s an ad every other song."
1137,Liking songs doesn’t work,2,5/25/2022 3:39,Every time i like a song it immediately unlikes itself. I thought i was able to solve this needless issue by quickly liking the song twice so that it shows up in my library but every time i refresh the app the song disappears. This problem is RIDICULOUS and needs to be fixed.
1138,The best music app you should get!,5,3/26/2022 11:55,I gonna be honest some of the original music I like is not in my country yet that really makes me kinda bummed out but they have custom music from online artists that’s really cool. ;)
1139,Good for kpop/ kpop covers,5,3/13/2022 19:41,So far this app has been wonderful! I have not found a single mistake in it! The ads are also manageable and it works without WiFi if you have it on <3 Make sure to check it out Bye Army Moas Engenes Moomoo’s Midzys Etc
1140,It’s a good tool,3,3/13/2022 21:51,Could be a little more user friendly over the phone and subscriptions are buggy on phone sometimes. I tried renewing on one profile and some how set up a new profile with the subscription. Can’t merge accounts. Probably for good reason but it would be nice.
1141,Please Read,5,11/1/2021 20:11,i dont know what’s going on but few times every month it would sign me out and it would take like 30 mins to log back in
1142,Offline is terrible - has sync loading issues.,4,1/26/2022 18:10,The track list really needs to be cached so if you are offline or the backend is slow you can still get a track listing.  A stale state is better than no state. :(
1143,Garbage,1,12/13/2021 17:47,"This app is garbage the only thing I like is you can upload music free. I got it on my Xbox to and it is garbage it crashes all the time it crashes for no reason it crashes when you pause the music don’t bother getting it on Xbox. It’s okay on mobile but it still doesn’t sound good. You also have to pay for there stupid member ship to listen to some songs. 
So don’t even bother getting this app"
1144,great source to store and content,5,7/26/2021 15:54,"I had been looking for certain sermons, longform, that are hard to find that I can’t or don’t want to pay for right now. SoundCloud took care of that"
1145,Awesome app,5,4/23/2021 18:44,"I bought this app a year ago, it has exceeded my expectations. It’s awesome! There are a few kinks here and there, like sometimes “the upload” playlist you get usually daily isn’t Changing."
1146,Great App,5,3/25/2021 2:47,The app is nice but the ads take less time to get on but the ad doesn’t get on the songs by I don’t have the premium but the app is mostly like it doesn’t have ads but you guys do
1147,Like the clarity,5,1/8/2021 14:20,"The app is easy to use. I was surprised that you can listen to
The podcast on your smartTV bcuz you can cast it when you use chrome cast. But the podcast is broadcasted clearly. Refreshing to hear."
1148,#NAME?,3,3/13/2021 21:10,I like supporting independent artists but some of my suggestions are terrible and there’s no way for me to keep them from playing after a track I like. It’s gotten to the point where I just switch to another music app after I’m done listening to a track.
1149,.,4,3/7/2021 0:12,This app is great it was the only music app I used buh I think imma stop it’s really taking off some of my favorite songs and it says this song isn’t available in your country like gmfu 😭🙄 or songs I was listening to yesterday I can’t no more all bad smh
1150,Good app,5,11/7/2020 23:54,Great app if you play music a lot like I do it’s really good I barley ever get adds and I love I can go into other apps and music can still me playing even if my phone is off it plays so that’s something I really love
1151,One thing is wrong,4,12/14/2020 3:14,The app is really good but one this is everytime I go into another app my music that is playing from SoundCloud will automatically lower itself and then when I go back into SoundCloud it plays normal. Please fix this.
1152,Review,5,10/24/2020 18:25,Great way to get your name out there and your sound heard. Sound cloud is amazing because it has all types of genres. to appeal to any listener and mater age or cultural! I love the user friendly platform and easy access!
1153,Bug Fixing to do,5,9/27/2020 7:36,"I’m liking the music but it just doesn’t want to like it. When I press the like button, it won’t let me like it or save into my library. Please fix this."
1154,App keeps crashing,5,7/17/2020 5:26,"I love the app and I’ve used you for a year I like, the annoying thing is now it keeps on crashing on me every time I try to play a song. Please fix it."
1155,Adds are like roaches,1,7/30/2020 5:16,I like the platform a lot but the non stop adds ever what seem to be either every 5 to 2 songs make it horrible. I’ve had SoundCloud for years but in the past few years the company has gotten so close to closing down they put so many adds and lose a lot of its listeners. Tired of basically closing the app then coming back months later to having more adds then songs I have on my playlist..
1156,Read this,2,7/29/2020 15:22,So I’ve had this app for 6 years or so and never had a problem because I never notice it but apparently this stupid app just wants to say I have 175 songs that I’ve liked when I know there’s over 700 plus songs I’ve listened to and to see that my other songs don’t show up is the reason I will be uninstalling unless I personally talk with the developers of this app
1157,Single Song Deletion From Your History,5,7/13/2020 12:23,"SoundCloud is great, but we need to be able to delete a single song from our listening history. Otherwise than that, I listen to SoundCloud a lot!"
1158,Very good music app,5,5/14/2020 9:16,I like this app a lot i have. 2 playlists full of music that i listen to on the daily. The only problem about the app that i have is ads but hey its all good because i still listen to my favorite music and i can skip lol
1159,Amazing app.,4,6/6/2020 22:00,"I think that it would be a better app if more songs were added,because sometimes the people want to listen to a certain song but,SoundCloud doesn’t have it.
But if you want to found a lot of awesome songs,I will totally recommend it.
PSDT:I love this app."
1160,"Free flowing music, that is Sound Cloud!!!",5,1/29/2020 17:00,Thank you so much for offering the gift of musical bliss for FREE!!! You give people a place to share their art forms of music and what you give us is a place to share what we love about music!!! For this I am great full!!!😄Thank You So Much Sound Cloud !!!!
1161,Good but weird design,3,4/21/2020 23:55,"I don’t understand why you guys made a completely separate app to manage stats. Soundcloud is so cool because you can use it both for being a streaming service AND a platform to share your own music. Make the apps the same way and stick to your niche. 

Also, why can’t we interact with our messages????"
1162,How can I fix this?,1,2/12/2020 4:26,The app was fine but after a while of using it the songs would cut in and out and it was very annoying since I payed for the subscription so I unsubscribed from premium and deleted the app but about two weeks later it billed me again even though I unsubscribed and I don’t even have the app anymore can someone please tell me how I can make it stop billing me for an app I don’t even use?
1163,Great game but there is one problem...,5,1/23/2020 4:02,The problem is that when I don’t listen to music all the time and I try one time it does nothing no singing no music nothing and I hate that problem it annoys me so much pls fix this SoundCloud
1164,SoundCloud,5,1/20/2020 18:32,So far one of the best music apps out their I would recommend this app for anyone who does to people that like hearing music even when your phone isn’t on a lot better then many others
1165,Such a great channel!,4,1/18/2020 22:04,"I love SoundCloud! I’ve been able to enjoy music from many of my friends. One thing I wish were different is being able to reorganize liked songs without having to form multiple playlists. Other than that, it’s great!"
1166,from Lil Kapr,5,7/20/2022 8:46,soundcloud will always be the wave its eternal and timeless i miss the old ui interface from 2020 but the concept of sounecloud as a whole is genius and it started the way for all of our favorite artists if not 70% of them 🤍🚭🧢
1167,SoundCloud randomly just broke down,2,9/2/2022 0:18,So when I download the new update everything just broke down I can’t see anything from new users everything is just not working it was barely showing anything and when I tried to look it’s just said oops it failed I don’t know how this happened can you please fix this.
1168,😀,5,7/6/2022 19:56,This app is great this app has soo much people on here that have soo much talent and more songs and that you necer thought u heard before or even from your favorite rappers they have old songs on here that are bangers
1169,love it,5,5/8/2022 0:46,I like bc they have all the songs and other can post other songs that u won’t find on other music/podcast platforms nor apps
1170,No sort of notification system,3,6/15/2022 21:22,I don’t know why they would get rid of pulse and not give you a notification tab on the app it’s that simple. Also now with the newest update you can’t even see your own reposts?? Why are they actively making this app less useful?
1171,music play,4,5/25/2022 5:14,the app is great but it needs a shuffle button on the current track so the library shuffles my music after selecting a specific song like Apple Music for example (hope that's not confusing)
1172,One issue,5,4/27/2022 6:35,"Amazing game 10/10 but  say I play a game okay, when I have an add my music stops and I have to go to the app again then play my music. Idk if it’s just me but if it isn’t please fix this bug"
1173,Tap to try again on all tracks,5,4/22/2022 13:21,"Thank you for the quick fix, I can listen to my downloaded tracks again!"
1174,Since 2011,5,3/1/2022 17:25,This is my #1 go to for a reliable app. Been using this since I was a kid and it’s just as easy as it was over 10 years ago. I thank y’all for being good to your users
1175,Login glitch,5,10/10/2021 7:40,"I don’t know if it’s a glitch or not, but I can’t get back in my account even though I have my info saved. It keeps logging me out and I’m not sure what to do"
1176,NEW BUG FOUND 2021,4,11/13/2021 16:52,There’s a bug going on right now that doesn’t let you click the profile that posted the song. It won’t even let you push more and click go to artist profile
1177,Amazing,5,6/7/2021 19:28,I downloaded this app because I saw that you could almost find every version of songs and I love this app more than any other music apps I used to use.
1178,FOLLOW VISIJ ON SC,5,2/3/2021 2:27,SoundCloud has been an amazing and greatly versatile platform throughout all these years and I continue to love and support what they do and how they are driven by most underground and more famous figures on there. 5/5 would download twice if I could
1179,Not Using It Anymore,1,2/28/2021 1:31,It’s not an internet/poor data connection issue or anything wrong with my phone but after like 8 or so minutes of listening to music the screen will freeze and you can’t push anything but the music still plays for like 10 more seconds and then I’m kicked out. It’s literally so tedious and it happens every time I’m on the app for the aforementioned time above.
1180,Less ads,5,11/28/2020 18:15,I love the app don’t get me wrong I would like less ads and to be able to download without paying for something I can get on Pandora but I like this app
1181,"Like, one problem",4,12/10/2020 21:39,"I have one problem and only one problem, the music randomly stops, only started after the most recent update 4 stars because of that, other than that, great."
1182,Love without the Hate,5,4/18/2020 1:31,"I really appreciate how creators can use this platform to release their talent. Weather it’s beautiful melodies, good mashups, or straight memes. Ads are more abundant now than before, but never been to bothersome, yet. 
10 out of 10 Would IGN again..."
1183,Slow Scrolling Through Likes,4,11/26/2020 7:31,Scroll SLOW AF scrolling throw my likes with every update...also every single time i search milidelphia by meek mill it always wanna top pull up some miley cyrus bullsh*t. other than that im obsessed with this app and will never switch
1184,This app is annoying,3,6/27/2020 1:57,"Had this problem happen to me before, but what this app does is it puts about 90% of the songs on SoundCloud, and they put it so where u have to pay for it so that u can listen to the songs (soundcloud go +) Soundcloud please fix this, cause I’m tired of this and if this happens again I’m deleting this app ."
1185,Please add a direct message feature,4,5/17/2020 3:44,Because it is the only platform that my friend has that her parents will let her have and she is NOT in a good situation right now!! Overall 10/10 app but PLEASE have a dm feature so we can get in touch with her.
1186,Amazing,5,3/30/2020 16:24,Best app out there.. gives you great music and the ability to share your own. I make my own music and I love to be able to connect with like minded people via this app.
1187,Great app,5,3/16/2020 0:58,I LOVE this app and I could even play games while I’m listening to music but there’s only one problem the ADS like one time I wanted to listen to a song while I was going to school and there was two ads but anyway I LOVE this apps it’s the best
1188,Great selection,5,3/15/2020 9:04,"It’s a great app for music lovers. 
The app update your playlist weekly base on the music you listen to. 
Always change never the same large selection. 
Keep the great work"
1189,F,5,2/6/2020 6:08,"i love the app,5 star rating,but why can’t i listen to the music i recently listened to offline like i used to?it always worked offline and now i have to have full on service for it to load,can you fix this pls"
1190,Gone downhill,2,2/20/2020 5:26,"App has gone way downhill it randomly crashes or stops playing.. lots of glitches, very laggy at times. they removed the “add to queue” feature a while back at least on iOS which is very frustrating. Think it’s time to switch to another service . I’ve been paying for SoundCloud Go for a while but recently it has not been going so well"
1191,Everything is great,4,2/12/2020 2:25,"I wish all songs were available but I get that it’s not, 5 star app in general but I put 4 because I would like a playback speed option. I wish I can just slow some fast songs and it would make it sound so good"
1192,"It’s great, but...",4,2/6/2020 21:48,"I use SoundCloud basically everyday and it’s great, but I only have one problem with the app. Some of the songs says that they are unavailable which is kind of annoying, but overall it’s a great app to listen to music to."
1193,Easily my new favorite app,5,1/9/2020 2:17,"This app seamlessly allows you to listen, upload, “like,” and just vibe to music as my mood dictates. I love the community and can spend hours easily surfing through my fav’s or discover extremely new artists just like me😘"
1194,Great app but over run with ads,4,1/21/2020 15:57,"The ads were bearable at first but not i have two thirty second ads after each song and i can no longer listen on this platform, which is unfortunate but u came to listen to music not ads."
1195,Amazing,5,6/23/2022 17:29,This app is amazing no joke but since the update I’m not able to click on the newly posted tracks nor Soundcloud weekly it would be awesome if you fixed it!
1196,Consistent stopping on songs,3,8/29/2022 22:24,A bug I’ve been having to deal with A LOT recently is playing songs and then randomly having SoundCloud stop playing the said songs. This issue is very consistent and only ceases to happen in my dreams. Please fix this bug as I am a avid user of SoundCloud
1197,FIX THE BUGS AND STOP CHANGING THE INTERFACE,1,8/23/2022 13:24,"Downloads are constantly unplayable once the song(s) are downloaded, app crashes nonstop, you have to force close the app to get it to respond, app does not transition to light or dark mode based off system settings… STOP CHANGING THE INTERFACE AND FIX THE BUGS THAT HAVE BEEN AROUND FOR YEARS!!! Really awful to pay premium for go+ yet it NEVER WORKS!!! I’ve been a SoundCloud user for years, but if things don’t change soon I’m bailing ASAP!!!"
1198,Shuffle Button Not Working,4,8/12/2022 15:58,"This is my go-to music app, however, the shuffle button is not working at all. I’ve tried closing the app as well as deleting and re-downloading. It is broken. Please fix this soon."
1199,Sort Playlists,3,7/12/2022 18:58,"It’s 2022, I should be able to sort my playlists. Either let me add songs to the top of a playlist or let me sort by recently added.

Other than that the app has made great bounds. New interface is cool and is much more performant.

Good job devs; just give me my sort functionally and its a 5!"
1200,Ads are irritating me,5,6/10/2022 18:01,"I love this app. Love the music, the fan base and everything. But I’m thinking you guys are getting a little to comfortable with the ads. It just ruins the mood for me. And no I’m not paying for plus."
1201,June 13th update: New Interface Looks Pretty [broken],3,6/13/2022 15:33,"Where are all my songs on my profile!?!? I get that they’re still on my account but I can no longer view my insights or navigate my profile. Also why I’m being promoted to purchase Go+ membership when I have PRO UNLIMITED. PLEASE FIX THIS NEW INTERFACE ASAP, AT LEAST BY THE END OF THIS WEEK🙏🏻"
1202,something went wrong,3,6/13/2022 14:52,Keeps saying oops something went wrong but I have 4 bars of data. Even when I connect to internet it still doesn’t want to work. Kind of annoying considering I paid for Go and it runs out soon. Oh and half the songs dont play.
1203,Easy to use and good quality,5,4/30/2022 4:22,I like it when I don’t have to read instructions. Everything here at SoundCloud is straightforward and user friendly.
